0.56	11.26042665
0.56	1.96049056
0.41	2.455943309
1.52	1.805786078
-0.21	1.884764198
-0.9	1.984794706
-0.23	1.927797581
0.56	3.180929333
1.03	1.91091573
1.96	1.384681254
0.38	1.780842153
0.38	2.049286451
1.65	1.091068596
0.3	1.072182628
0.66	1.086435822
0.42	1.200747771
0.15	3.156860186
0.76	3.084458186
0.31	1.704752167
-0.1	5.838975541
0.77	2.869937066
1.8	1.709765507
0.01	1.404666989
0.46	5.920274042
1.98	5.780653868
0.43	2.26720071
1.13	2.776658061
1.34	1.531940997
0.4	1.656594202
0.31	2.649620769
0.45	2.437250787
0.09	1.393055125
0.14	2.968079394
1.9	3.056315802
0.18	2.315256438
-0.44	4.01891813
1.1	3.750244589
0.71	2.725245193
1.19	1.908112862
1.63	5.439330387
0.56	4.52999271
-0.51	3.074398624
0.09	3.743519817
0.4	6.587253021
0.89	2.606040493
1.55	3.672642543
0.67	2.362053701
0.21	2.830575635
1.82	2.246317108
-0.02	1.526836364
-0.04	0.979494347
0.78	1.03598138
0.58	3.119338663
0.47	1.611325898
1.16	4.627107878
-0.29	1.476709677
0.18	1.363591199
1.44	1.183144333
0.52	4.638317422
1.64	1.687509352
2.46	6.221422283
0.81	3.199116342
1.02	1.639605345
1.31	1.97988459
0.45	1.882329107
-0.27	1.047799226
0.15	1.515875582
0.52	1.223591097
0.65	2.021230598
2.08	3.110582031
1.49	2.57249104
0.69	1.496847743
1.02	2.03409461
0.73	0.392542549
0.99	3.199690464
1.87	2.043440229
1.62	5.763552145
2.61	1.994258925
0.55	3.228501245
2.3	10.94818571
6.3	3.369466299
2.67	4.86594515
-1.44	2.472980139
-0.4	1.071850141
1.06	2.100908508
0.16	0.921976923
1.03	1.736627584
1.69	2.466157722
0.95	1.60487912
0.03	0.799120398
1.36	1.286722787
0.86	2.26745398
0.99	1.009658238
2	1.789896475
0.38	0.45585315
0.74	2.044082879
1.35	0.795190997
0.35	1.064766267
0.57	1.289896563
0.85	1.912626356
1.36	1.729248965
1.13	0.574678321
0.58	1.395745584
0.86	2.016836854
0.97	1.068265809
2.13	1.881836065
2.3	2.936947973
1.25	1.669918848
1.68	0.735347836
0.91	1.520704313
1.08	2.972304144
1.68	1.140224872
0.89	1.069327383
1.94	0.770947767
1.8	0.775888668
1.12	0.848844474
1.25	1.589780919
2.39	2.543773333
3.51	6.124923917
13.58	6.106288619
11.1	0.72423588
4.81	0.517314593
5.46	0.92952626
7.25	0.388917087
2.98	1.967283088
4.95	0.710360736
2.37	0.773613795
1.46	0.18977003
3.08	0.35529859
3.54	0.277320642
2.88	0.639057705
1.18	0.122494971
6.65	0.410459253
3.15	0.335641917
2.29	0.392810752
2.39	0.2267292
0.04	0.298901334
3.92	2.300721959
9.49	0.597275735
9.09	0.332978341
4.75	0.106176797
3.43	0.288760669
3.28	0.427351417
2.93	0.329816502
6.7	0.103982008
4.53	0.198733056
3.16	0.221048603
3.18	0.078220633
3.37	0.062057321
1.64	0.121289843
3.23	0.181222122
2.47	3.332454987
2.97	0.544053821
